Sender_Account_Num,R,F,M,importance_flag,cluster_label
50899,4,1,1,Mid,9
50919,4,3,3,High,3
50921,4,1,1,Mid,1
50927,1,2,2,Low,3
50933,4,4,3,High,2
50952,4,4,2,High,2
50953,4,4,4,High,0
50955,1,1,1,Low,4
50990,4,3,4,High,4
50993,4,3,2,High,4
51023,4,1,1,Mid,9
51027,4,3,3,High,2
51059,4,2,1,Mid,1
51066,4,4,2,High,9
51068,1,1,1,Low,4
51087,4,3,1,High,4
51091,4,2,3,High,3
51094,1,2,1,Low,3
51108,4,3,3,High,7
51111,4,3,4,High,2
51132,4,2,1,Mid,4
51156,4,3,4,High,6
51162,4,1,2,Mid,1
51185,4,4,2,High,2
51186,4,3,2,High,4
51221,4,3,3,High,3
51233,4,3,3,High,3
51288,4,3,4,High,7
51289,4,2,4,High,5
51291,1,3,2,Low,2
51292,4,4,3,High,0
51294,4,3,2,High,7
51295,4,4,4,High,0
51306,4,3,4,High,4
51310,4,3,2,High,3
51335,4,4,1,High,0
51353,4,4,4,High,8
51359,4,1,3,Mid,4
51387,4,2,3,High,4
51408,4,2,2,Mid,1
51439,4,4,4,High,5
51465,4,1,2,Mid,1
51472,4,2,2,Mid,4
51509,4,2,2,Mid,7
51514,4,1,1,Mid,3
51517,4,4,1,High,0
51520,4,3,3,High,4
51542,1,1,2,Low,3
51544,4,2,1,Mid,7
51546,4,1,4,Mid,2
51547,4,2,1,Mid,9
51565,4,4,4,High,0
51576,4,1,4,Mid,3
51590,4,4,2,High,8
51627,4,1,2,Mid,6
51653,1,1,1,Low,5
51654,4,2,1,Mid,1
51671,4,3,1,High,7
51674,4,1,1,Mid,9
51680,4,3,4,High,5
51681,4,4,3,High,0
51695,1,2,1,Low,2
51697,4,2,4,High,5
51698,4,2,1,Mid,5
51703,4,2,4,High,3
51705,4,3,1,High,1
51732,4,2,2,Mid,5
51736,4,4,2,High,2
51737,4,2,2,Mid,5
51751,4,4,3,High,8
51752,4,3,2,High,1
51766,4,3,2,High,0
51787,4,2,3,High,3
51790,4,4,4,High,0
51798,4,1,2,Mid,2
51810,1,2,2,Low,3
51811,1,2,3,Low,5
51837,4,3,1,High,4
51861,4,3,3,High,3
51872,4,4,1,High,0
51889,4,4,3,High,0
51893,4,2,2,Mid,4
51937,1,3,2,Low,2
51950,4,2,4,High,4
51972,4,4,2,High,0
51973,1,1,4,Low,7
51982,4,3,3,High,10
51989,4,3,1,High,9
52007,4,1,2,Mid,4
52009,1,1,4,Low,1
52012,1,1,3,Low,8
52073,4,4,1,High,0
52075,1,2,1,Low,4
52078,4,2,3,High,5
52083,4,3,2,High,7
52122,4,4,2,High,0
52141,4,2,4,High,3
52150,4,4,3,High,0
52153,4,2,1,Mid,1
52158,4,3,2,High,2
52200,1,2,4,Low,5
52235,4,3,4,High,2
52239,4,4,2,High,6
52242,1,1,4,Low,5
52247,4,4,4,High,3
52269,4,3,4,High,2
52272,4,3,1,High,1
52287,4,2,4,High,1
52295,4,2,4,High,6
52302,1,3,2,Low,2
52316,4,3,4,High,2
52317,4,1,4,Mid,7
52318,1,3,3,Low,2
52338,1,2,2,Low,5
52347,1,2,2,Low,7
52365,4,3,3,High,3
52377,4,2,2,Mid,1
52410,4,3,1,High,0
52415,4,3,1,High,1
52422,4,1,4,Mid,4
52481,4,4,4,High,5
52536,4,4,4,High,4
52561,4,4,3,High,2
52571,4,2,4,High,7
52580,4,1,3,Mid,7
52587,4,3,4,High,3
52591,4,2,2,Mid,1
52597,1,1,3,Low,3
52604,4,4,2,High,0
52609,1,3,2,Low,3
52614,4,4,2,High,2
52617,4,3,2,High,8
52621,4,2,2,Mid,1
52625,1,2,2,Low,3
52636,1,1,1,Low,5
52658,4,2,4,High,2
52673,4,3,1,High,9
52682,4,4,4,High,0
52689,4,3,2,High,3
52704,4,4,3,High,0
52725,4,4,2,High,0
52731,4,3,1,High,1
52735,1,3,3,Low,7
52738,1,3,4,Low,10
52742,4,4,2,High,8
52746,4,1,1,Mid,1
52756,1,2,2,Low,7
52766,4,3,3,High,2
52774,4,3,3,High,6
52790,1,1,2,Low,2
52798,1,1,1,Low,4
52800,4,3,4,High,7
52808,4,3,4,High,1
52815,4,3,3,High,2
52864,4,4,3,High,8
52871,4,4,3,High,8
52873,4,1,1,Mid,1
52881,4,4,3,High,2
52883,1,1,4,Low,4
52897,4,3,4,High,6
52924,4,4,1,High,0
52934,4,2,4,High,9
52943,4,3,4,High,4
52955,4,3,2,High,4
52964,4,2,4,High,2
52969,1,2,2,Low,3
52977,4,3,2,High,1
53000,4,4,3,High,5
53016,4,1,3,Mid,8
53043,4,3,2,High,9
53054,4,2,1,Mid,3
53055,1,1,4,Low,4
53062,1,1,4,Low,3
53066,4,4,1,High,5
53100,4,2,1,Mid,3
53105,4,2,4,High,5
53125,4,2,1,Mid,4
53137,4,3,4,High,4
53145,4,2,4,High,5
53165,4,4,3,High,2
53166,4,2,3,High,2
53173,4,2,4,High,7
53177,4,3,3,High,1
53181,4,1,1,Mid,1
53182,4,1,4,Mid,4
53207,1,2,3,Low,1
53215,4,3,3,High,2
53217,4,2,1,Mid,3
53229,4,1,1,Mid,5
53235,4,4,4,High,0
53258,4,4,2,High,0
53271,1,1,1,Low,7
53275,4,4,3,High,8
53280,4,3,3,High,4
53310,4,4,2,High,8
53315,4,4,3,High,8
53329,4,1,1,Mid,4
53335,4,3,1,High,1
53354,1,1,1,Low,4
53367,1,3,2,Low,3
53386,1,3,3,Low,1
53388,4,2,1,Mid,10
53399,4,3,4,High,4
53425,4,1,3,Mid,7
53431,4,1,1,Mid,7
53440,4,1,1,Mid,4
53441,4,4,3,High,0
53444,4,3,4,High,3
53449,1,1,4,Low,4
53453,4,2,4,High,2
53457,4,4,4,High,5
53471,4,4,3,High,3
53481,4,2,2,Mid,1
53494,1,4,3,Mid,6
53511,4,2,2,Mid,7
53512,4,3,2,High,0
53525,4,4,2,High,2
53527,4,4,1,High,0
53532,4,3,1,High,3
53534,1,2,2,Low,3
53536,4,4,3,High,0
53545,4,2,2,Mid,1
53586,1,1,4,Low,1
53592,4,2,4,High,4
53605,4,2,1,Mid,3
53615,4,4,3,High,5
53618,4,2,2,Mid,1
53625,1,1,4,Low,8
53637,1,2,3,Low,1
53668,4,3,2,High,3
53674,1,1,1,Low,3
53677,4,2,4,High,1
53678,4,4,4,High,2
53693,4,1,2,Mid,3
53703,1,1,1,Low,3
53710,4,4,1,High,4
53730,4,1,3,Mid,1
53734,4,2,1,Mid,9
53737,4,2,2,Mid,5
53759,4,3,2,High,5
53781,4,3,3,High,5
53795,1,3,2,Low,5
53797,1,1,4,Low,6
53806,1,2,4,Low,4
53807,4,4,3,High,0
53813,4,2,1,Mid,10
53816,4,3,4,High,7
53826,1,1,4,Low,1
53842,4,4,1,High,0
53873,4,2,1,Mid,2
53898,4,1,4,Mid,3
53900,4,1,4,Mid,4
53917,1,1,2,Low,6
53929,4,2,1,Mid,7
53932,4,1,3,Mid,10
53940,1,2,3,Low,2
53953,1,1,2,Low,1
53974,4,3,3,High,4
53981,1,1,1,Low,4
53998,4,3,1,High,0
54013,4,2,1,Mid,7
54075,4,3,4,High,2
54088,4,1,1,Mid,3
54096,1,1,1,Low,1
54117,4,2,1,Mid,5
54126,4,4,1,High,0
54128,4,2,4,High,5
54140,4,1,1,Mid,2
54148,4,4,2,High,0
54151,4,4,3,High,5
54154,4,3,4,High,1
54155,4,4,3,High,3
54159,4,2,1,Mid,1
54161,4,4,4,High,2
54176,4,1,3,Mid,1
54200,4,1,2,Mid,4
54217,4,2,2,Mid,4
54218,4,3,3,High,6
54221,4,2,3,High,8
54255,4,1,1,Mid,8
54260,4,1,4,Mid,3
54264,1,3,4,Low,2
54265,4,1,4,Mid,4
54289,4,4,2,High,3
54294,4,4,4,High,8
54297,4,1,3,Mid,3
54319,1,2,4,Low,7
54322,4,2,2,Mid,9
54327,4,4,4,High,5
54329,1,3,2,Low,7
54336,1,2,2,Low,3
54340,4,4,2,High,0
54369,4,4,3,High,0
54397,4,4,3,High,2
54419,4,2,1,Mid,5
54435,4,2,1,Mid,1
54445,4,3,2,High,3
54451,4,4,4,High,8
54469,1,3,3,Low,2
54487,4,4,4,High,8
54488,1,1,1,Low,2
54495,4,3,4,High,2
54512,4,2,4,High,1
54518,4,3,2,High,10
54548,4,4,1,High,0
54550,4,1,3,Mid,4
54559,4,4,3,High,5
54602,4,3,2,High,1
54640,4,4,2,High,0
54641,4,2,3,High,3
54663,4,4,1,High,0
54709,4,4,1,High,5
54728,4,3,1,High,4
54731,1,2,3,Low,6
54733,4,2,2,Mid,7
54740,4,4,1,High,6
54748,1,1,4,Low,3
54752,4,2,4,High,9
54775,4,1,3,Mid,7
54791,4,2,3,High,4
54818,1,1,4,Low,5
54847,4,4,4,High,0
54859,4,2,2,Mid,7
54869,1,2,2,Low,1
54877,4,4,2,High,1
54886,1,1,3,Low,1
54900,4,2,4,High,3
54921,4,4,4,High,0
54926,4,2,1,Mid,10
54940,4,2,4,High,4
54941,4,4,2,High,6
54977,4,3,1,High,1
54978,4,3,4,High,3
54983,4,4,4,High,0
54995,1,2,3,Low,5
55011,4,2,1,Mid,4
55024,1,3,3,Low,5
55030,4,4,2,High,2
55042,4,2,3,High,10
55051,4,3,3,High,10
55052,4,3,3,High,3
55055,4,1,4,Mid,4
55061,4,1,3,Mid,6
55069,4,4,1,High,0
55071,4,1,4,Mid,5
55075,1,3,3,Low,7
55077,4,4,3,High,0
55099,4,4,2,High,2
55110,4,3,2,High,3
55112,4,4,2,High,0
55115,4,4,3,High,0
55119,4,2,1,Mid,1
55122,4,2,2,Mid,6
55134,4,3,2,High,8
55151,1,1,3,Low,10
55165,4,1,1,Mid,9
55170,1,2,2,Low,8
55179,4,2,3,High,4
55196,4,4,3,High,2
55201,4,4,3,High,5
55206,1,3,2,Low,1
55218,4,2,3,High,5
55236,4,4,3,High,3
55251,1,2,4,Low,7
55254,4,4,1,High,2
55270,4,1,4,Mid,1
55286,4,4,2,High,2
55294,4,2,4,High,1
55302,4,1,4,Mid,1
55303,1,3,1,Low,9
55314,4,4,3,High,8
55326,4,3,1,High,0
55328,1,2,4,Low,1
55372,4,1,3,Mid,1
55374,1,1,3,Low,2
55375,4,4,1,High,5
55393,4,4,4,High,3
55404,4,1,3,Mid,6
55416,4,3,4,High,1
55424,1,3,2,Low,2
55431,4,3,2,High,3
55446,1,2,3,Low,2
55457,4,2,2,Mid,5
55467,1,2,1,Low,1
55472,4,4,2,High,0
55474,1,1,3,Low,3
55475,4,4,2,High,8
55481,4,2,3,High,4
55491,4,1,4,Mid,5
55532,4,1,1,Mid,1
55538,4,4,2,High,0
55540,1,1,1,Low,4
55544,4,2,1,Mid,4
55547,4,4,4,High,8
55548,4,4,4,High,0
55551,4,4,2,High,0
55561,4,4,4,High,8
55565,4,4,3,High,8
55567,4,4,3,High,2
55569,4,2,4,High,3
55586,4,3,4,High,6
55587,4,3,1,High,1
55588,1,1,3,Low,1
55618,1,2,1,Low,2
55621,4,2,1,Mid,4
55626,4,4,1,High,0
55634,4,2,2,Mid,4
55646,4,2,3,High,4
55655,4,1,1,Mid,1
55657,4,1,2,Mid,6
55658,4,1,4,Mid,1
55681,4,3,3,High,3
55684,4,4,3,High,0
55685,1,1,4,Low,3
55699,4,4,3,High,8
55705,4,3,1,High,9
55706,4,1,1,Mid,10
55709,4,2,4,High,3
55728,4,4,2,High,0
55733,4,1,1,Mid,4
55739,4,1,4,Mid,4
55744,4,3,2,High,1
55760,1,1,4,Low,3
55772,4,4,1,High,0
55787,4,4,2,High,4
55810,4,1,1,Mid,6
55812,1,1,1,Low,4
55817,4,4,2,High,8
55827,4,2,2,Mid,1
55850,1,1,1,Low,3
55856,4,1,1,Mid,1
55862,4,2,3,High,6
55868,4,4,1,High,0
55873,4,2,3,High,5
55890,1,3,1,Low,1
55904,1,1,1,Low,1
55931,1,3,3,Low,2
55936,4,3,3,High,3
55937,4,1,3,Mid,5
55938,1,1,4,Low,3
55944,4,3,4,High,3
55952,4,1,1,Mid,1
55964,1,3,4,Low,2
55976,4,4,2,High,2
55986,4,3,3,High,6
55991,4,2,1,Mid,4
56002,4,1,2,Mid,3
56012,4,3,3,High,1
56045,4,2,2,Mid,2
56065,4,2,1,Mid,3
56067,4,1,1,Mid,1
56069,4,4,3,High,9
56071,4,4,4,High,5
56074,4,4,4,High,8
56077,4,2,1,Mid,9
56083,4,3,3,High,4
56087,4,3,4,High,1
56099,1,1,4,Low,3
56105,4,4,3,High,2
56132,4,3,3,High,4
56140,4,3,1,High,7
56158,4,4,2,High,2
56174,4,4,2,High,2
56218,4,1,4,Mid,6
56233,4,4,3,High,0
56235,4,4,3,High,0
56239,4,3,4,High,6
56254,4,2,4,High,10
56260,4,2,1,Mid,1
56313,4,3,4,High,3
56325,4,4,2,High,0
56327,4,1,1,Mid,7
56337,4,4,4,High,8
56352,4,3,4,High,10
56377,4,4,3,High,2
56384,4,1,2,Mid,1
56402,1,1,1,Low,1
56404,4,2,3,High,3
56405,4,4,4,High,0
56412,1,2,3,Low,5
56434,4,3,2,High,3
56444,4,1,4,Mid,4
56458,4,1,1,Mid,3
56482,4,2,3,High,3
56527,4,3,4,High,1
56533,4,3,2,High,4
56542,4,4,2,High,9
56543,4,4,4,High,6
56551,1,1,1,Low,1
56592,4,4,1,High,0
56596,4,2,3,High,10
56597,4,3,1,High,3
56599,4,2,1,Mid,1
56636,4,1,1,Mid,1
56646,4,1,1,Mid,1
56688,4,4,2,High,2
56704,4,3,3,High,9
56707,4,4,2,High,5
56726,4,3,3,High,3
56748,4,3,3,High,4
56814,4,3,1,High,1
56819,4,4,2,High,0
56826,4,2,1,Mid,9
56828,1,2,1,Low,3
56849,4,2,3,High,1
56851,4,4,2,High,2
56882,4,3,4,High,7
56896,1,2,1,Low,9
56907,4,1,4,Mid,3
56920,4,3,2,High,9
56932,4,4,1,High,0
56961,4,3,3,High,7
56976,1,1,1,Low,1
56979,4,3,2,High,6
56983,4,3,4,High,1
56990,4,1,1,Mid,1
57015,4,4,3,High,0
57045,1,2,1,Low,9
57047,4,1,1,Mid,5
57059,4,4,2,High,0
57064,4,4,1,High,0
57069,1,2,4,Low,5
57070,1,2,3,Low,2
57078,4,3,2,High,3
57079,4,3,3,High,5
57080,4,3,3,High,2
57098,4,3,4,High,1
57103,4,1,1,Mid,1
57137,4,4,2,High,8
57161,4,3,1,High,1
57171,4,4,4,High,8
57204,4,2,1,Mid,10
57213,4,4,3,High,5
57219,1,1,1,Low,1
57225,4,2,1,Mid,9
57235,4,1,1,Mid,4
57237,4,2,3,High,1
57276,1,1,1,Low,1
57313,4,3,4,High,3
57317,4,3,1,High,1
57365,4,2,4,High,1
57372,4,4,3,High,0
57379,4,4,4,High,5
57389,4,1,2,Mid,2
57400,4,3,4,High,0
57404,4,1,4,Mid,10
57414,4,1,4,Mid,3
57425,4,4,4,High,2
57429,4,1,3,Mid,2
57433,4,4,3,High,0
57436,4,1,4,Mid,2
57450,4,4,2,High,0
57468,1,2,3,Low,9
57473,4,3,4,High,4
57549,4,3,3,High,3
57564,4,2,1,Mid,4
57569,4,3,4,High,3
57609,4,3,3,High,3
57622,4,3,3,High,8
57624,1,1,2,Low,5
57639,1,2,3,Low,9
57645,4,3,3,High,6
57655,1,3,4,Low,10
57657,4,1,4,Mid,5
57662,4,2,4,High,2
57668,4,3,1,High,9
57672,1,1,1,Low,1
57690,4,4,2,High,5
57717,4,4,4,High,5
57731,1,2,2,Low,4
57736,4,3,4,High,4
57740,1,2,3,Low,1
57745,4,1,2,Mid,3
57766,1,3,4,Low,6
57772,4,1,1,Mid,1
57778,4,3,3,High,4
57799,4,2,2,Mid,3
57828,4,3,1,High,4
57850,4,4,1,High,0
57888,4,1,1,Mid,3
57893,4,3,2,High,4
57919,4,2,1,Mid,9
57942,1,2,3,Low,5
57949,4,1,3,Mid,4
57950,4,4,1,High,0
57964,4,2,1,Mid,4
57987,4,1,1,Mid,3
57993,4,3,2,High,3
57995,4,4,3,High,0
58008,1,3,3,Low,6
58022,4,3,2,High,5
58032,4,2,1,Mid,10
58076,4,1,1,Mid,1
58078,4,4,4,High,0
58086,1,1,1,Low,4
58104,4,4,4,High,0
58105,4,3,1,High,2
58108,1,1,1,Low,7
58115,4,3,2,High,2
58122,1,1,4,Low,7
58141,4,4,1,High,0
58144,4,4,2,High,0
58147,4,1,3,Mid,10
58150,1,1,1,Low,1
58160,1,1,3,Low,4
58168,4,2,3,High,9
58170,4,4,3,High,0
58178,1,2,2,Low,4
58200,4,4,4,High,0
58223,4,3,2,High,5
58269,4,2,4,High,6
58317,4,4,1,High,2
58322,4,4,3,High,2
58346,4,2,1,Mid,6
58351,4,4,3,High,0
58354,1,1,1,Low,10
58372,1,2,4,Low,3
58398,4,4,2,High,2
58400,4,4,3,High,8
58427,4,3,3,High,4
58428,4,4,2,High,5
58439,4,2,3,High,7
58450,4,3,3,High,1
58479,4,4,4,High,0
58481,4,1,3,Mid,9
58517,1,1,4,Low,5
58523,4,3,4,High,1
58531,4,2,4,High,7
58557,1,1,2,Low,1
58571,1,2,1,Low,4
58592,4,1,3,Mid,3
58611,4,4,4,High,5
58626,1,1,1,Low,6
58652,4,4,1,High,0
58665,4,4,2,High,0
58676,1,3,3,Low,4
58689,4,1,2,Mid,3
58697,4,3,2,High,1
58701,4,3,4,High,6
58731,4,1,1,Mid,3
58798,1,1,4,Low,3
58813,4,3,3,High,5
58815,4,1,1,Mid,7
58870,4,2,4,High,4
58881,4,4,3,High,8
58890,4,3,4,High,2
58898,4,3,1,High,9
58904,1,1,1,Low,6
58910,4,3,2,High,9
58922,4,4,1,High,2
58933,4,4,3,High,8
58959,4,4,1,High,2
58961,4,4,3,High,0
58967,4,2,3,High,1
58969,4,4,2,High,6
58977,4,4,4,High,8
59000,4,1,3,Mid,1
59001,4,3,4,High,0
59005,4,3,3,High,4
59024,4,2,1,Mid,4
59036,4,2,1,Mid,7
59042,4,3,2,High,7
59047,4,4,4,High,5
59055,4,3,1,High,5
59067,4,1,4,Mid,9
59081,1,2,4,Low,1
59092,4,4,2,High,6
59100,4,3,2,High,1
59103,4,2,3,High,5
59131,4,3,3,High,5
59151,4,4,2,High,0
59155,1,1,2,Low,7
59156,4,1,3,Mid,4
59180,4,4,3,High,0
59183,4,1,3,Mid,5
59207,4,2,1,Mid,2
59228,4,1,1,Mid,4
59239,1,2,4,Low,1
59247,4,1,1,Mid,1
59255,4,4,2,High,0
59256,4,2,1,Mid,1
59294,4,3,3,High,9
59298,4,2,2,Mid,5
59300,4,2,1,Mid,3
59317,4,4,4,High,2
59318,4,3,4,High,4
59320,4,2,4,High,6
59352,4,4,4,High,0
59356,4,1,2,Mid,3
59370,4,4,3,High,5
59374,4,1,1,Mid,2
59376,4,2,3,High,1
59389,4,1,1,Mid,2
59394,4,2,2,Mid,4
59410,1,2,1,Low,6
59429,4,1,1,Mid,1
59436,4,3,2,High,1
59444,4,4,3,High,5
59458,4,2,1,Mid,3
59479,4,1,1,Mid,3
59511,4,1,2,Mid,4
59533,4,1,2,Mid,3
59539,4,4,3,High,5
59544,4,4,3,High,4
59553,4,4,1,High,2
59554,4,2,2,Mid,9
59555,4,3,1,High,3
59579,4,2,2,Mid,4
59583,4,3,4,High,4
59593,4,1,1,Mid,2
59605,1,1,1,Low,1
59606,1,2,1,Low,1
59609,4,4,4,High,2
59631,4,1,1,Mid,1
59639,1,2,1,Low,1
59654,4,2,2,Mid,4
59678,1,1,4,Low,10
59680,4,1,4,Mid,4
59697,4,3,4,High,4
59704,4,3,4,High,3
59712,4,4,1,High,2
59765,1,3,2,Low,9
59775,4,3,3,High,4
59777,4,1,3,Mid,3
59791,4,1,1,Mid,4
59803,4,2,3,High,5
59810,1,2,1,Low,4
59816,1,1,1,Low,1
59828,4,4,2,High,5
59834,4,4,4,High,6
59835,4,3,2,High,5
59846,4,3,2,High,4
59847,4,4,2,High,8
59864,4,3,3,High,2
59873,4,4,4,High,2
59874,4,1,2,Mid,4
59886,4,3,4,High,4
59887,4,4,4,High,0
59889,1,2,2,Low,4
59899,4,3,1,High,9
59905,4,4,2,High,9
59923,4,4,3,High,0
59925,4,2,2,Mid,1
59926,1,2,4,Low,6
59943,1,1,2,Low,4
59950,4,3,2,High,1
59959,4,4,4,High,3
59969,1,1,3,Low,1
59973,4,1,3,Mid,7
59998,4,2,2,Mid,9
60008,4,1,1,Mid,4
60056,4,4,3,High,8
60075,1,1,1,Low,10
60079,4,3,1,High,5
60086,4,2,1,Mid,1
60097,1,2,1,Low,10
60126,4,3,3,High,5
60137,4,1,3,Mid,1
60145,1,2,1,Low,1
60160,1,2,1,Low,1
60186,4,3,2,High,3
60188,4,4,1,High,0
60197,1,3,3,Low,4
60223,4,3,3,High,1
60237,4,1,3,Mid,7
60242,1,1,1,Low,4
60260,4,1,3,Mid,5
60261,4,2,2,Mid,4
60262,1,2,2,Low,7
60284,4,4,2,High,0
60295,4,3,4,High,3
60308,1,1,1,Low,3
60313,1,1,1,Low,3
60326,4,2,1,Mid,6
60330,4,4,4,High,0
60339,4,2,3,High,6
60341,4,4,4,High,2
60345,4,4,3,High,8
60365,4,2,4,High,1
60371,1,2,1,Low,3
60373,4,3,3,High,9
60376,1,2,2,Low,4
60402,4,4,4,High,0
60416,4,4,2,High,8
60419,4,1,3,Mid,1
60424,1,3,4,Low,10
60452,4,1,4,Mid,4
60475,1,2,3,Low,5
60476,4,3,3,High,4
60485,4,4,1,High,0
60504,4,2,2,Mid,3
60525,4,3,4,High,2
60535,4,3,4,High,3
60554,1,1,2,Low,1
60555,4,4,1,High,0
60558,1,3,1,Low,4
60565,4,2,1,Mid,10
60597,4,2,3,High,1
60631,4,3,4,High,1
60666,4,2,2,Mid,5
60668,1,2,1,Low,9
60672,4,3,2,High,1
60674,4,4,3,High,9
60678,4,3,4,High,1
60695,4,1,3,Mid,1
60709,1,1,1,Low,1
60712,4,2,1,Mid,1
60749,4,4,2,High,0
60765,4,2,2,Mid,3
60780,4,3,4,High,3
60785,1,1,1,Low,5
60816,4,4,1,High,0
60841,1,1,4,Low,6
60846,4,4,4,High,2
60852,4,2,1,Mid,4
60859,4,4,4,High,0
60871,4,4,2,High,7
60882,4,4,3,High,0
60888,4,4,3,High,6
60891,4,3,2,High,2
60910,4,3,3,High,1
60912,4,3,4,High,2
60919,1,1,2,Low,10
60925,1,1,2,Low,3
60959,1,1,3,Low,5
60960,4,3,3,High,3
60964,4,4,4,High,0
60971,4,1,2,Mid,1
61001,4,2,3,High,9
61005,4,2,4,High,3
61024,4,3,1,High,1
61041,4,4,1,High,5
61083,4,3,2,High,5
61086,4,3,4,High,5
61098,4,4,1,High,0
61106,4,4,3,High,0
61127,4,4,4,High,8
61128,4,2,1,Mid,4
61150,4,1,1,Mid,1
61152,1,1,2,Low,3
61158,4,1,2,Mid,7
61165,1,1,4,Low,4
61166,4,3,3,High,1
61184,4,1,2,Mid,3
61195,4,2,3,High,3
61215,4,4,3,High,6
61219,4,4,1,High,2
61222,1,1,4,Low,1
61225,4,3,2,High,1
61250,4,4,4,High,8
61275,4,4,4,High,0
61307,4,2,4,High,1
61320,4,4,3,High,0
61341,4,4,4,High,0
61344,1,1,2,Low,1
61389,4,2,4,High,4
61409,1,3,3,Low,3
61411,4,4,2,High,2
61422,4,4,4,High,3
61459,4,2,3,High,7
61463,4,1,1,Mid,1
61464,4,2,1,Mid,9
61467,4,2,2,Mid,3
61484,4,4,1,High,0
61497,4,3,2,High,9
61506,1,2,4,Low,5
61512,4,4,3,High,8
61519,4,4,3,High,8
61554,1,1,1,Low,4
61558,4,3,2,High,9
61560,4,3,2,High,1
61572,4,3,3,High,0
61584,4,3,4,High,5
61604,4,1,4,Mid,6
61630,4,1,2,Mid,7
61643,4,1,3,Mid,7
61656,4,2,4,High,1
61666,1,1,3,Low,3
61713,4,2,3,High,7
61744,4,3,4,High,1
61751,4,4,1,High,2
61756,4,3,4,High,10
61764,4,1,1,Mid,4
61767,4,2,3,High,4
61802,4,3,3,High,4
61805,4,2,1,Mid,4
61816,4,2,3,High,5
61819,4,4,3,High,2
61832,4,3,4,High,5
61869,4,3,2,High,0
61871,4,4,4,High,0
61872,4,3,1,High,8
61897,4,1,1,Mid,7
61922,4,2,1,Mid,1
61950,1,2,2,Low,3
61957,1,1,2,Low,3
61981,4,3,4,High,9
61983,4,3,1,High,1
61985,4,4,3,High,0
61997,4,2,2,Mid,1
61998,1,2,3,Low,3
62005,4,4,2,High,9
62014,4,2,2,Mid,6
62021,4,4,4,High,5
62036,1,1,3,Low,4
62041,4,2,1,Mid,5
62047,4,2,2,Mid,7
62049,4,3,3,High,1
62053,4,3,1,High,0
62065,4,1,2,Mid,3
62069,4,3,2,High,7
62073,4,4,4,High,0
62078,4,1,4,Mid,2
62083,4,2,1,Mid,3
62093,4,3,3,High,5
62099,4,4,2,High,2
62105,4,4,3,High,5
62106,1,3,3,Low,8
62116,4,2,3,High,7
62122,4,2,4,High,3
62124,4,1,2,Mid,5
62131,1,2,2,Low,2
62183,4,3,4,High,0
62213,1,1,4,Low,1
62214,1,2,3,Low,3
62217,4,2,2,Mid,4
62232,1,1,1,Low,1
62242,4,4,2,High,5
62243,4,2,3,High,3
62274,4,4,2,High,0
62322,1,3,2,Low,5
62328,4,1,1,Mid,1
62338,1,2,3,Low,4
62371,4,3,3,High,2
62377,1,3,4,Low,2
62384,4,2,2,Mid,4
62387,4,3,2,High,10
62396,4,3,1,High,2
62401,4,3,2,High,5
62406,4,2,4,High,3
62407,4,4,4,High,8
62417,4,2,2,Mid,4
62423,4,4,4,High,2
62428,4,3,1,High,9
62429,4,4,4,High,0
62440,4,4,1,High,0
62456,4,2,3,High,7
62457,4,2,2,Mid,4
62458,4,2,4,High,9
62474,4,1,2,Mid,3
62485,4,4,4,High,2
62501,4,4,2,High,5
62524,1,1,3,Low,2
62541,1,3,4,Low,9
62562,4,4,3,High,2
62567,1,1,1,Low,6
62575,4,4,2,High,0
62580,4,4,2,High,2
62598,4,2,2,Mid,4
62608,1,3,1,Low,1
62613,1,1,1,Low,4
62615,4,4,4,High,0
62617,4,3,1,High,9
62635,4,2,2,Mid,4
62639,4,1,4,Mid,5
62659,4,2,3,High,3
62701,4,4,2,High,0
62702,4,3,2,High,9
62707,4,4,4,High,2
62727,4,3,2,High,9
62746,1,3,4,Low,3
62758,4,4,2,High,0
62765,1,2,3,Low,2
62768,4,2,4,High,1
62771,4,1,1,Mid,4
62782,4,4,2,High,8
62786,4,2,3,High,1
62797,4,2,2,Mid,6
62810,1,3,3,Low,6
62841,4,3,4,High,3
62842,4,4,2,High,10
62863,4,3,3,High,3
62873,1,1,2,Low,4
62876,4,4,4,High,0
62884,4,1,4,Mid,4
62885,4,4,4,High,6
62907,4,2,3,High,4
62909,1,2,4,Low,5
62917,4,2,2,Mid,1
62923,4,1,2,Mid,3
62936,4,1,4,Mid,1
62964,4,3,2,High,3
62966,4,4,3,High,2
62970,4,3,3,High,1
62987,4,3,3,High,7
62989,4,2,3,High,1
62995,4,1,3,Mid,4
62998,4,4,4,High,3
63045,4,4,3,High,8
63048,1,1,4,Low,4
63059,4,1,1,Mid,1
63060,1,3,4,Low,4
63070,1,1,1,Low,1
63083,4,1,3,Mid,8
63110,4,3,1,High,0
63111,1,1,3,Low,6
63143,1,1,1,Low,3
63150,4,2,3,High,3
63157,1,2,4,Low,9
63170,4,4,1,High,1
63177,1,2,1,Low,4
63180,4,3,1,High,2
63224,4,2,1,Mid,5
63232,4,1,4,Mid,3
63250,4,2,1,Mid,1
63256,4,2,1,Mid,5
63258,4,4,4,High,2
63273,4,4,4,High,2
63284,4,4,4,High,2
63292,4,1,4,Mid,9
